produit,quantite,prix,region
Clavier,3,337.95,Est
Ordinateur,4,544.82,Est
Téléphone,2,119.91,Est
Téléphone,2,497.38,Sud
Imprimante,3,1084.93,Est
Clavier,6,1083.84,Est
Téléphone,7,694.89,Nord
Téléphone,5,294.69,Centre
Clavier,8,115.75,Sud
Imprimante,1,411.09,Centre
Clavier,2,170.3,Nord
Ordinateur,5,1486.03,Est
Téléphone,1,262.47,Sud
Ordinateur,7,1227.55,Est
Téléphone,3,590.35,Centre
Ordinateur,6,947.85,Nord
Téléphone,7,829.48,Est
Imprimante,5,131.49,Nord
Scanner,7,1364.68,Nord
Clavier,3,1355.55,Centre
Téléphone,8,482.16,Sud
Clavier,7,243.49,Sud
Téléphone,4,197.16,Nord
Scanner,7,1274.75,Ouest
Imprimante,5,896.14,Ouest
Imprimante,5,592.95,Centre
Clavier,3,544.26,Ouest
Scanner,7,842.26,Ouest
Clavier,4,444.4,Sud
Imprimante,7,78.41,Nord
Ordinateur,7,651.8,Ouest
Clavier,4,1320.31,Est
Téléphone,2,1214.38,Sud
Imprimante,6,1371.81,Centre
Téléphone,6,1013.28,Centre
Scanner,5,122.24,Est
Imprimante,1,726.54,Sud
Imprimante,2,80.81,Centre
Clavier,7,1456.12,Nord
Clavier,3,1037.64,Centre
Téléphone,7,73.53,Ouest
Clavier,2,1445.57,Est
Ordinateur,9,590.79,Ouest
Imprimante,9,266.12,Est
Scanner,5,1105.91,Est
Imprimante,5,271.53,Ouest
Téléphone,8,371.46,Centre
Clavier,9,176.83,Nord
Imprimante,8,1067.61,Est
Clavier,6,357.83,Ouest
Téléphone,2,1232.88,Est
Clavier,2,949.11,Sud
Scanner,2,614.73,Sud
Téléphone,3,1459.47,Ouest
Imprimante,5,336.16,Nord
Imprimante,1,1154.37,Ouest
Scanner,9,272.12,Ouest
Ordinateur,5,373.3,Nord
Clavier,7,235.98,Ouest
Imprimante,5,1406.72,Ouest
Scanner,3,738.23,Centre
Clavier,3,1264.47,Ouest
Téléphone,4,131.5,Est
Scanner,3,896.88,Est
Téléphone,6,703.31,Centre
Téléphone,5,1481.67,Est
Téléphone,1,1199.92,Centre
Clavier,4,1395.15,Est
Ordinateur,8,737.89,Centre
Téléphone,9,1225.64,Ouest
Imprimante,6,351.47,Nord
Clavier,4,1067.48,Centre
Clavier,2,1457.02,Est
Téléphone,9,935.43,Nord
Imprimante,8,82.09,Est
Scanner,5,550.5,Ouest
Clavier,8,914.46,Ouest
Téléphone,6,218.13,Centre
Téléphone,1,632.58,Centre
Ordinateur,8,703.86,Nord
Ordinateur,5,1325.26,Sud
Scanner,3,877.14,Est
Scanner,1,844.04,Est
Scanner,8,579.65,Sud
Scanner,6,606.78,Sud
Téléphone,7,866.88,Sud
Téléphone,3,287.08,Est
Téléphone,8,729.49,Nord
Imprimante,3,785.71,Nord
Scanner,5,1045.77,Ouest
Imprimante,6,912.52,Est
Clavier,8,524.26,Centre
Clavier,5,819.52,Est
Téléphone,1,78.33,Centre
Clavier,1,1046.59,Est
Téléphone,6,386.83,Ouest
Scanner,6,1257.47,Est
Imprimante,7,1098.92,Est
Téléphone,7,281.68,Sud
Ordinateur,9,516.91,Centre
Ordinateur,6,1134.0,Nord
Scanner,3,1072.04,Sud
Imprimante,3,830.68,Ouest
Téléphone,4,477.36,Nord
Scanner,6,807.46,Est
Imprimante,4,1487.65,Nord
Ordinateur,2,634.43,Nord
Téléphone,7,811.25,Est
Imprimante,2,1214.06,Ouest
Clavier,5,90.88,Sud
Téléphone,5,1379.7,Centre
Clavier,8,1279.24,Ouest
Scanner,5,846.05,Est
Imprimante,6,826.38,Centre
Imprimante,4,1373.45,Ouest
Imprimante,4,1072.73,Ouest
Imprimante,3,1160.21,Est
Téléphone,2,383.09,Sud
Clavier,4,64.27,Est
Clavier,9,687.1,Sud
Scanner,9,207.06,Nord
Scanner,4,652.01,Centre
Imprimante,9,965.7,Centre
Ordinateur,5,927.52,Ouest
Ordinateur,9,1049.89,Ouest
Imprimante,9,255.25,Est
Clavier,9,403.21,Sud
Scanner,9,1060.36,Est
Téléphone,7,316.84,Nord
Ordinateur,9,362.56,Nord
Scanner,1,1028.68,Sud
Ordinateur,4,1104.42,Est
Clavier,6,473.33,Ouest
Clavier,6,1314.13,Centre
Imprimante,1,1260.32,Est
Imprimante,1,919.48,Sud
Ordinateur,1,1248.3,Est
Ordinateur,8,1468.1,Est
Scanner,1,1413.21,Nord
Imprimante,9,235.16,Est
Clavier,2,600.58,Ouest
Scanner,9,1098.88,Est
Scanner,9,177.76,Nord
Téléphone,2,248.49,Est
Clavier,4,632.53,Nord
Scanner,9,59.0,Ouest
Téléphone,9,689.53,Centre
Imprimante,8,619.54,Est
Clavier,5,1076.75,Sud
Imprimante,1,181.02,Nord
Téléphone,2,691.23,Nord
Clavier,4,1445.73,Ouest
Ordinateur,9,1322.37,Est
Ordinateur,4,1086.23,Nord
Ordinateur,5,1468.14,Nord
Scanner,1,183.24,Centre
Ordinateur,5,414.06,Centre
Scanner,2,253.87,Sud
Scanner,9,1157.32,Centre
Téléphone,9,1294.05,Est
Ordinateur,5,979.73,Nord
Clavier,8,424.19,Centre
Scanner,6,228.05,Nord
Téléphone,8,839.68,Ouest
Scanner,9,264.92,Est
Clavier,4,284.74,Sud
Clavier,4,858.56,Ouest
Ordinateur,7,190.84,Est
Scanner,5,1374.44,Sud
Clavier,4,348.76,Sud
Imprimante,2,1248.56,Centre
Clavier,2,883.09,Centre
Clavier,4,274.82,Est
Scanner,8,1460.47,Ouest
Clavier,8,803.46,Sud
Téléphone,7,406.05,Est
Clavier,4,379.03,Nord
Imprimante,7,238.03,Centre
Clavier,9,863.21,Nord
Ordinateur,8,949.19,Nord
Scanner,5,891.53,Centre
Imprimante,3,1270.42,Centre
Téléphone,2,150.33,Centre
Clavier,4,90.99,Ouest
Clavier,9,1276.12,Nord
Téléphone,4,223.85,Ouest
Clavier,9,259.6,Centre
Ordinateur,5,830.55,Nord
Imprimante,3,639.72,Nord
Clavier,6,1016.58,Sud
Téléphone,9,325.82,Centre
Téléphone,8,1268.84,Sud
Imprimante,3,364.82,Est
Ordinateur,4,675.97,Est
Imprimante,4,82.39,Centre
Clavier,1,1447.99,Est
Ordinateur,5,471.28,Ouest
Ordinateur,3,822.31,Sud
Téléphone,7,741.99,Centre
Ordinateur,7,632.15,Sud
Clavier,5,312.27,Sud
Clavier,5,948.0,Est
Clavier,1,855.64,Nord
Scanner,4,688.16,Ouest
Ordinateur,1,846.59,Est
Ordinateur,1,993.04,Nord
Clavier,8,1297.62,Centre
Téléphone,9,382.68,Sud
Ordinateur,2,1167.65,Sud
Scanner,9,1232.75,Est
Ordinateur,1,1129.58,Est
Imprimante,9,1236.33,Centre
Scanner,1,888.36,Nord
Téléphone,8,81.81,Nord
Scanner,1,1058.75,Centre
Scanner,8,1300.03,Est
Ordinateur,1,432.36,Ouest
Scanner,8,1129.31,Centre
Clavier,2,212.17,Ouest
Scanner,5,986.96,Est
Ordinateur,7,132.85,Ouest
Clavier,8,843.79,Sud
Téléphone,6,1321.6,Nord
Imprimante,8,599.31,Centre
Scanner,3,321.0,Est
Clavier,7,1033.72,Nord
Clavier,7,1276.0,Nord
Téléphone,2,488.67,Sud
Téléphone,3,880.36,Sud
Imprimante,8,1006.91,Nord
Imprimante,9,616.01,Est
Ordinateur,2,147.79,Est
Imprimante,9,1253.7,Sud
Imprimante,3,1264.78,Ouest
Clavier,1,198.1,Est
Scanner,1,902.71,Sud
Scanner,7,1111.58,Nord
Imprimante,8,184.61,Sud
Ordinateur,1,1277.22,Nord
Ordinateur,7,563.74,Sud
Scanner,7,903.24,Est
Téléphone,7,595.96,Sud
Clavier,6,816.1,Ouest
Imprimante,4,1004.13,Centre
Clavier,4,1076.89,Nord
Imprimante,6,633.49,Ouest
Imprimante,8,211.43,Est
Scanner,8,547.69,Est
Clavier,3,1260.3,Nord
Clavier,6,905.29,Est
Téléphone,4,699.09,Nord
Téléphone,9,1021.63,Est
Clavier,7,1235.41,Sud
Téléphone,8,1328.44,Ouest
Téléphone,1,1096.52,Nord
Imprimante,4,180.57,Centre
Scanner,6,374.22,Ouest
Imprimante,6,1449.66,Centre
Téléphone,2,1098.96,Ouest
Imprimante,7,1343.02,Nord
Imprimante,3,819.3,Est
Ordinateur,6,195.41,Sud
Imprimante,3,256.08,Est
Imprimante,6,1439.0,Est
Scanner,8,545.63,Ouest
Clavier,5,611.85,Nord
Ordinateur,1,1462.68,Centre
Ordinateur,3,740.8,Centre
Ordinateur,1,70.03,Nord
Ordinateur,8,841.86,Ouest
Scanner,7,1108.98,Sud
Clavier,4,835.26,Sud
Scanner,4,989.04,Centre
Ordinateur,1,797.41,Nord
Clavier,4,376.71,Nord
Scanner,1,178.11,Est
Clavier,5,72.82,Nord
Scanner,5,1045.81,Centre
Clavier,2,612.16,Nord
Scanner,2,792.12,Ouest
Ordinateur,9,220.05,Est
Ordinateur,2,854.35,Centre
Ordinateur,5,409.15,Centre
Scanner,9,1232.24,Est
Clavier,8,915.99,Ouest
Clavier,2,140.98,Nord
Téléphone,2,361.63,Centre
Imprimante,5,389.75,Sud
Ordinateur,4,1214.79,Ouest
Ordinateur,3,758.72,Centre
Ordinateur,4,983.33,Nord
Téléphone,2,756.41,Est
Téléphone,2,639.05,Centre
Téléphone,4,1244.01,Est
Ordinateur,3,1242.86,Centre
Clavier,7,1270.17,Sud
Ordinateur,9,1437.59,Ouest
Téléphone,1,529.72,Est
Téléphone,7,1074.46,Sud
Imprimante,3,540.03,Est
Scanner,4,1344.38,Sud
Imprimante,2,816.75,Sud
Imprimante,5,589.32,Centre
Ordinateur,8,61.03,Nord
Scanner,2,1028.16,Sud
Scanner,8,709.79,Nord
Ordinateur,9,188.64,Est
Clavier,5,603.02,Est
Ordinateur,9,794.08,Ouest
Clavier,8,530.79,Est
Clavier,2,1166.42,Nord
Scanner,5,1116.81,Nord
Ordinateur,9,218.73,Centre
Ordinateur,9,794.87,Nord
Scanner,8,716.47,Sud
Imprimante,2,1141.8,Sud
Ordinateur,6,755.25,Ouest
Téléphone,1,510.72,Centre
Téléphone,7,730.22,Nord
Ordinateur,6,739.3,Nord
Clavier,8,313.8,Sud
Scanner,7,568.41,Nord
Clavier,2,650.15,Est
Téléphone,2,130.17,Est
Téléphone,2,962.91,Ouest
Scanner,6,356.01,Ouest
Téléphone,8,542.26,Nord
Imprimante,1,310.38,Sud
Téléphone,2,1127.32,Nord
Clavier,5,851.73,Est
Clavier,9,337.67,Nord
Imprimante,8,336.0,Nord
Clavier,1,379.54,Sud
Clavier,8,1440.04,Est
Clavier,7,737.88,Ouest
Ordinateur,9,1397.6,Sud
Imprimante,4,1487.62,Ouest
Imprimante,6,789.41,Ouest
Téléphone,4,173.5,Est
Imprimante,4,1226.18,Est
Scanner,9,935.18,Est
Imprimante,1,156.65,Nord
Scanner,7,759.56,Centre
Clavier,8,1010.56,Sud
Scanner,6,692.85,Ouest
Ordinateur,1,886.36,Ouest
Clavier,6,1405.82,Ouest
Scanner,4,254.0,Ouest
Clavier,8,752.32,Sud
Ordinateur,7,62.18,Centre
Clavier,8,683.42,Centre
Clavier,1,350.18,Sud
Imprimante,9,379.28,Centre
Téléphone,3,385.04,Ouest
Scanner,2,1151.1,Nord
Téléphone,9,786.67,Est
Ordinateur,1,601.6,Sud
Ordinateur,6,51.12,Centre
Clavier,5,1261.76,Ouest
Téléphone,4,50.14,Nord
Scanner,1,1221.37,Ouest
Scanner,2,1104.66,Nord
Clavier,4,225.49,Nord
Scanner,6,949.56,Ouest
Imprimante,6,66.19,Centre
Téléphone,5,374.22,Sud
Ordinateur,8,399.46,Ouest
Scanner,3,1472.25,Ouest
Scanner,9,877.68,Centre
Scanner,4,63.04,Sud
Clavier,1,236.82,Sud
Ordinateur,6,328.21,Nord
Téléphone,2,1241.75,Est
Scanner,4,1034.12,Est
Imprimante,3,750.52,Sud
Clavier,3,1225.68,Est
Téléphone,2,737.3,Ouest
Scanner,8,1233.11,Ouest
Téléphone,2,367.84,Est
Clavier,1,1397.38,Centre
Imprimante,5,1438.01,Nord
Scanner,1,974.91,Nord
Imprimante,6,969.14,Sud
Clavier,5,869.63,Centre
Imprimante,1,677.51,Est
Clavier,7,309.16,Nord
Imprimante,3,329.44,Sud
Téléphone,2,996.05,Nord
Téléphone,9,727.42,Ouest
Clavier,3,377.26,Est
Téléphone,8,183.42,Ouest
Imprimante,4,1440.79,Sud
Imprimante,6,1048.26,Centre
Scanner,8,326.56,Centre
Clavier,4,1136.9,Sud
Téléphone,3,295.29,Centre
Clavier,9,904.36,Est
Téléphone,7,872.5,Nord
Scanner,9,207.03,Ouest
Imprimante,3,1012.62,Nord
Imprimante,1,858.06,Ouest
Ordinateur,3,1212.96,Nord
Clavier,7,1366.88,Est
Téléphone,1,1075.55,Est
Ordinateur,5,489.96,Est
Clavier,5,524.57,Ouest
Téléphone,3,502.3,Est
Scanner,8,1302.25,Sud
Clavier,1,750.62,Nord
Téléphone,9,1439.91,Sud
Imprimante,7,999.72,Sud
Clavier,1,924.2,Est
Téléphone,2,1353.39,Sud
Imprimante,2,904.95,Sud
Imprimante,1,1243.12,Nord
Ordinateur,1,773.29,Ouest
Téléphone,2,918.03,Nord
Ordinateur,6,425.86,Nord
Ordinateur,5,1320.67,Ouest
Scanner,5,453.1,Ouest
Ordinateur,2,1446.93,Sud
Ordinateur,7,609.24,Nord
Scanner,3,681.14,Centre
Scanner,9,763.37,Est
Clavier,8,606.03,Nord
Ordinateur,9,883.85,Sud
Imprimante,9,992.45,Sud
Scanner,6,299.71,Est
Téléphone,5,1254.32,Est
Clavier,2,1008.57,Ouest
Clavier,7,1128.76,Nord
Ordinateur,5,1413.05,Est
Imprimante,8,1223.75,Sud
Scanner,5,944.68,Centre
Téléphone,1,490.2,Est
Ordinateur,3,915.53,Sud
Imprimante,1,136.61,Nord
Ordinateur,5,950.2,Est
Ordinateur,6,676.43,Sud
Clavier,7,1056.19,Centre
Téléphone,5,459.43,Est
Téléphone,5,947.9,Centre
Téléphone,6,1205.72,Ouest
Téléphone,9,200.29,Nord
Scanner,2,1032.64,Est
Scanner,6,1456.8,Sud
Téléphone,7,1320.04,Centre
Imprimante,4,259.44,Sud
Scanner,5,698.29,Nord
Scanner,7,396.37,Est
Imprimante,8,154.13,Centre
Téléphone,3,1195.69,Centre
Ordinateur,3,1254.72,Nord
Scanner,9,1000.47,Centre
Ordinateur,1,182.25,Centre
Ordinateur,8,161.89,Ouest
Imprimante,5,860.13,Est
Téléphone,3,1358.01,Sud
Ordinateur,7,304.84,Est
Téléphone,4,965.48,Est
Clavier,6,774.16,Nord
Téléphone,5,422.75,Ouest
Imprimante,7,660.28,Nord
Imprimante,7,706.45,Ouest
Clavier,3,268.16,Ouest
Imprimante,5,303.89,Centre
Téléphone,2,1023.11,Ouest
Téléphone,2,234.56,Sud
Téléphone,5,1181.72,Sud
Imprimante,5,1278.71,Centre
Téléphone,9,215.09,Est
Scanner,8,1418.96,Est
Clavier,8,1467.48,Centre
Scanner,4,127.96,Ouest
Téléphone,9,55.01,Ouest
Imprimante,1,1424.7,Centre
Clavier,6,181.09,Centre
Scanner,5,440.05,Sud
Téléphone,3,737.86,Est
Imprimante,1,279.56,Centre
Téléphone,5,652.37,Sud
Scanner,1,1394.56,Nord
Scanner,6,1336.44,Sud
Clavier,3,273.99,Centre
Imprimante,3,1419.08,Sud
Ordinateur,3,1080.77,Est
Téléphone,3,1457.56,Est
Imprimante,3,306.73,Sud
Ordinateur,2,144.36,Centre
Imprimante,5,651.96,Est
Téléphone,6,1483.88,Est
Téléphone,6,710.63,Ouest
Clavier,2,985.32,Ouest
Scanner,1,829.68,Nord
Scanner,4,1348.71,Sud
Scanner,8,1310.44,Sud
Clavier,1,1444.32,Sud
Scanner,7,934.47,Centre
Imprimante,5,863.95,Sud
Scanner,8,142.08,Centre
Scanner,2,497.28,Est
Téléphone,1,571.64,Centre
Clavier,9,780.64,Ouest
Clavier,4,228.36,Centre
Scanner,4,827.16,Sud
Ordinateur,2,432.22,Est
Téléphone,2,1456.12,Nord
Scanner,5,349.39,Sud
Ordinateur,2,302.37,Ouest
Imprimante,6,795.82,Ouest
Téléphone,7,1392.16,Ouest
Clavier,2,210.64,Ouest
Ordinateur,8,1380.67,Centre
Scanner,9,206.33,Centre
Ordinateur,3,299.39,Est
Clavier,4,279.65,Sud
Imprimante,7,383.93,Sud
Ordinateur,1,1139.16,Centre
Scanner,4,665.85,Ouest
Ordinateur,1,1226.58,Est
Imprimante,2,525.93,Ouest
Ordinateur,9,730.39,Centre
Imprimante,2,768.24,Sud
Imprimante,3,725.12,Sud
Téléphone,6,627.43,Ouest
Téléphone,1,557.69,Nord
Scanner,7,1277.58,Sud
Scanner,8,640.71,Est
Scanner,9,240.89,Ouest
Imprimante,9,331.13,Est
Imprimante,5,1064.25,Centre
Téléphone,5,1490.46,Centre
Imprimante,4,1034.8,Ouest
Téléphone,4,173.75,Centre
Ordinateur,1,808.81,Est
Scanner,7,934.83,Sud
Scanner,8,879.5,Ouest
Clavier,4,285.51,Est
Téléphone,3,1015.87,Est
Clavier,3,76.89,Sud
Scanner,7,1148.81,Est
Clavier,6,433.1,Centre
Ordinateur,1,1447.31,Sud
Clavier,1,598.67,Nord
Ordinateur,1,150.89,Est
Scanner,5,1486.28,Centre
Imprimante,1,970.21,Centre
Téléphone,7,867.78,Sud
Clavier,9,565.26,Centre
Ordinateur,3,707.41,Sud
Scanner,4,696.5,Nord
Scanner,7,442.24,Sud
Imprimante,2,549.33,Sud
Scanner,4,1411.16,Sud
Scanner,7,297.84,Centre
Imprimante,9,765.58,Nord
Scanner,8,1361.95,Nord
Ordinateur,4,1164.04,Sud
Clavier,2,1495.79,Est
Clavier,9,1183.09,Est
Ordinateur,4,95.89,Sud
Clavier,9,351.21,Est
Scanner,9,1399.91,Est
Clavier,5,1427.74,Sud
Clavier,6,846.98,Centre
Scanner,6,703.1,Sud
Clavier,5,955.05,Ouest
Scanner,7,1354.94,Est
Imprimante,7,727.68,Sud
Imprimante,7,978.63,Centre
Clavier,6,382.92,Nord
Imprimante,2,849.31,Centre
Clavier,8,245.75,Est
Imprimante,4,74.73,Ouest
Clavier,6,884.76,Ouest
Téléphone,7,1060.83,Est
Ordinateur,1,387.65,Ouest
Imprimante,6,341.14,Nord
Scanner,8,1041.72,Sud
Ordinateur,5,941.48,Est
Clavier,8,1241.32,Centre
Ordinateur,6,442.0,Est
Scanner,7,1067.74,Est
Scanner,9,325.54,Est
Clavier,7,409.79,Centre
Imprimante,2,783.09,Centre
Imprimante,8,1258.83,Est
Téléphone,1,474.15,Est
Scanner,1,334.16,Ouest
Téléphone,6,947.55,Ouest
Scanner,8,548.15,Centre
Téléphone,1,633.87,Centre
Imprimante,1,906.33,Ouest
Scanner,5,181.78,Sud
Imprimante,3,499.43,Centre
Ordinateur,1,894.72,Sud
Imprimante,2,250.07,Nord
Scanner,4,838.94,Ouest
Ordinateur,8,1090.72,Est
Téléphone,6,775.64,Nord
Clavier,4,781.3,Centre
Scanner,7,273.63,Nord
Clavier,9,93.28,Nord
Clavier,6,154.34,Centre
Ordinateur,1,788.67,Sud
Téléphone,8,700.79,Nord
Imprimante,3,1228.67,Centre
Ordinateur,5,597.25,Est
Téléphone,2,1401.78,Est
Imprimante,1,537.82,Est
Imprimante,7,856.48,Ouest
Téléphone,3,1024.63,Ouest
Imprimante,4,1164.61,Ouest
Scanner,2,997.66,Nord
Scanner,4,232.33,Ouest
Ordinateur,9,1046.24,Est
Imprimante,9,51.38,Ouest
Imprimante,1,537.11,Ouest
Téléphone,7,743.89,Centre
Scanner,3,647.79,Ouest
Clavier,5,431.82,Nord
Ordinateur,5,1295.35,Est
Scanner,4,1490.0,Nord
Téléphone,1,1007.05,Sud
Ordinateur,9,229.89,Est
Clavier,5,320.42,Ouest
Ordinateur,2,55.2,Sud
Scanner,2,582.16,Sud
Clavier,4,1239.22,Ouest
Téléphone,2,390.81,Sud
Ordinateur,5,635.78,Nord
Scanner,2,1427.73,Centre
Téléphone,4,820.01,Nord
Clavier,4,1412.95,Est
Ordinateur,3,122.39,Nord
Imprimante,7,1027.26,Centre
Scanner,2,240.01,Ouest
Scanner,5,92.52,Ouest
Imprimante,2,433.8,Sud
Téléphone,9,78.17,Sud
Scanner,6,282.33,Nord
Téléphone,8,341.41,Sud
Clavier,6,1495.16,Centre
Imprimante,3,135.86,Sud
Téléphone,7,1428.5,Sud
Clavier,2,606.28,Nord
Ordinateur,4,837.05,Ouest
Scanner,5,98.6,Nord
Imprimante,4,57.77,Centre
Ordinateur,2,404.8,Sud
Ordinateur,2,1046.13,Est
Ordinateur,6,1056.33,Sud
Téléphone,9,898.86,Ouest
Scanner,7,721.77,Sud
Imprimante,8,398.34,Est
Scanner,6,1264.02,Nord
Scanner,8,881.15,Sud
Scanner,4,548.26,Ouest
Clavier,7,264.78,Nord
Clavier,3,1006.1,Ouest
Clavier,3,333.45,Ouest
Clavier,3,809.39,Est
Scanner,5,680.73,Sud
Scanner,6,340.73,Est
Imprimante,4,1180.73,Centre
Imprimante,5,714.41,Nord
Imprimante,3,86.77,Centre
Imprimante,8,780.0,Ouest
Imprimante,6,349.49,Nord
Clavier,4,1489.98,Est
Scanner,1,988.8,Est
Imprimante,3,190.37,Nord
Téléphone,8,781.76,Centre
Imprimante,2,623.19,Nord
Imprimante,4,909.19,Centre
Scanner,5,1006.46,Sud
Clavier,6,708.04,Sud
Ordinateur,2,976.71,Nord
Scanner,7,467.1,Est
Clavier,9,103.71,Ouest
Téléphone,9,130.87,Centre
Ordinateur,4,1285.83,Ouest
Clavier,4,544.74,Est
Clavier,2,1417.99,Ouest
Scanner,9,735.19,Ouest
Clavier,5,1272.3,Centre
Imprimante,7,248.98,Sud
Clavier,3,1294.03,Sud
Ordinateur,8,1410.67,Centre
Clavier,7,1433.64,Centre
Téléphone,8,485.69,Ouest
Imprimante,2,1092.43,Centre
Ordinateur,8,140.56,Ouest
Ordinateur,1,469.52,Nord
Scanner,6,528.93,Ouest
Scanner,6,1077.89,Centre
Imprimante,7,516.26,Sud
Ordinateur,4,146.14,Est
Téléphone,8,728.16,Est
Clavier,2,484.95,Sud
Clavier,8,1168.46,Est
Clavier,7,796.62,Nord
Scanner,6,496.56,Centre
Ordinateur,8,129.32,Nord
Ordinateur,2,365.47,Est
Téléphone,8,296.38,Nord
Scanner,4,555.55,Centre
Téléphone,7,103.4,Sud
Ordinateur,8,110.98,Sud
Clavier,3,1376.49,Sud
Scanner,8,1343.37,Centre
Scanner,1,1079.4,Est
Scanner,9,1095.5,Centre
Clavier,2,163.65,Est
Scanner,2,264.71,Centre
Imprimante,5,456.41,Est
Scanner,8,775.42,Nord
Clavier,1,1279.46,Centre
Scanner,3,1476.66,Centre
Imprimante,8,1179.48,Est
Imprimante,7,271.81,Est
Scanner,6,1352.63,Nord
Ordinateur,1,1053.68,Ouest
Ordinateur,4,178.76,Est
Téléphone,3,543.66,Sud
Imprimante,7,1215.3,Sud
Ordinateur,8,1314.88,Nord
Téléphone,7,1135.2,Nord
Ordinateur,5,748.11,Ouest
Scanner,9,1494.27,Sud
Imprimante,4,53.59,Est
Ordinateur,3,203.47,Est
Scanner,8,718.22,Est
Téléphone,1,1078.33,Sud
Scanner,2,89.3,Est
Téléphone,5,671.19,Sud
Ordinateur,9,414.21,Centre
Clavier,6,862.38,Ouest
Scanner,7,505.21,Centre
Clavier,3,997.84,Nord
Imprimante,5,263.06,Ouest
Clavier,4,1152.04,Nord
Imprimante,5,841.25,Centre
Ordinateur,4,1139.75,Centre
Ordinateur,6,758.36,Sud
Scanner,4,600.79,Ouest
Clavier,6,394.06,Nord
Imprimante,8,1334.16,Nord
Imprimante,9,683.26,Nord
Clavier,6,739.5,Centre
Ordinateur,7,814.25,Centre
Ordinateur,2,803.57,Sud
Imprimante,4,901.26,Centre
Scanner,4,245.4,Centre
Ordinateur,9,1258.8,Sud
Téléphone,6,549.31,Est
Imprimante,8,271.0,Sud
Clavier,7,298.76,Est
Clavier,2,573.88,Sud
Imprimante,5,424.09,Sud
Imprimante,9,1260.25,Est
Ordinateur,6,1324.46,Nord
Imprimante,9,1082.25,Ouest
Imprimante,9,1227.11,Nord
Téléphone,2,68.96,Centre
Clavier,3,174.38,Sud
Ordinateur,2,1224.54,Nord
Scanner,5,731.59,Sud
Ordinateur,8,1413.12,Nord
Clavier,6,1281.76,Sud
Scanner,8,540.17,Est
Imprimante,1,515.04,Ouest
Téléphone,9,1329.68,Sud
Téléphone,7,680.53,Nord
Clavier,4,701.21,Centre
Clavier,8,825.38,Est
Téléphone,7,1161.79,Centre
Scanner,5,575.51,Sud
Scanner,5,655.77,Nord
Ordinateur,1,701.34,Est
Imprimante,9,1265.29,Nord
Scanner,6,654.75,Nord
Imprimante,2,1257.36,Centre
Clavier,8,852.97,Est
Scanner,9,920.09,Est
Scanner,4,975.8,Centre
Scanner,7,605.61,Nord
Ordinateur,7,930.15,Sud
Clavier,7,308.03,Ouest
Téléphone,3,509.02,Centre
Ordinateur,7,1285.67,Centre
Ordinateur,5,577.57,Nord
Scanner,7,613.93,Est
Ordinateur,4,1354.63,Sud
Téléphone,8,544.29,Sud
Ordinateur,4,989.91,Centre
Ordinateur,5,1420.1,Centre
Scanner,7,1497.44,Est
Clavier,2,828.25,Centre
Téléphone,7,934.42,Centre
Scanner,7,680.01,Sud
Ordinateur,6,1137.35,Est
Téléphone,2,1093.16,Est
Imprimante,8,601.78,Centre
Ordinateur,6,131.42,Est
Clavier,1,957.9,Nord
Ordinateur,3,98.96,Sud
Clavier,4,975.78,Ouest
Imprimante,8,1230.75,Centre
Scanner,7,885.87,Ouest
Scanner,6,532.87,Est
Scanner,6,780.08,Centre
Téléphone,9,570.67,Est
Clavier,5,210.72,Ouest
Ordinateur,3,510.07,Est
Téléphone,1,756.69,Nord
Téléphone,2,546.31,Centre
Ordinateur,7,83.25,Sud
Imprimante,2,183.99,Est
Scanner,9,228.17,Est
Imprimante,1,651.6,Sud
Imprimante,4,100.53,Est
Scanner,8,743.91,Nord
Imprimante,8,139.91,Centre
Téléphone,4,1371.91,Ouest
Ordinateur,4,1490.82,Ouest
Téléphone,4,600.85,Ouest
Téléphone,1,1183.64,Centre
Clavier,3,1347.79,Ouest
Scanner,3,1275.93,Est
Scanner,5,858.16,Ouest
Téléphone,8,707.1,Nord
Scanner,5,521.0,Nord
Clavier,4,176.18,Nord
Ordinateur,7,1457.1,Ouest
Imprimante,1,137.92,Est
Scanner,6,321.54,Centre
Téléphone,9,785.71,Sud
Scanner,2,171.21,Nord
Téléphone,9,1072.53,Ouest
Imprimante,7,67.59,Centre
Scanner,7,1282.84,Ouest
Imprimante,4,1384.29,Nord
Téléphone,5,1034.14,Ouest
Clavier,6,970.69,Nord
Clavier,6,907.55,Nord
Ordinateur,8,155.67,Nord
Téléphone,5,541.23,Est
Téléphone,4,965.99,Ouest
Téléphone,8,356.08,Sud
Clavier,8,56.56,Centre
Clavier,3,819.52,Ouest
Clavier,2,563.57,Sud
Scanner,1,386.43,Sud
Scanner,1,1220.93,Est
Clavier,4,1068.52,Nord
Imprimante,2,989.19,Centre
Scanner,3,1455.27,Nord
Scanner,3,999.17,Centre
Scanner,7,1108.35,Ouest
Scanner,6,423.93,Sud
Ordinateur,5,1156.3,Centre
Scanner,9,842.33,Est
Imprimante,4,870.91,Ouest
Ordinateur,3,252.9,Sud
Scanner,7,1115.93,Centre
Téléphone,7,1016.17,Est
Ordinateur,2,268.1,Ouest
Scanner,9,310.33,Ouest
Imprimante,8,1301.78,Centre
Clavier,1,947.12,Nord
Scanner,2,270.94,Est
Téléphone,2,362.73,Ouest
